"OverallQual";"OverallCond";"YearRemodAdd";"MasVnrArea";"BsmtFinSF1";"TotalBsmtSF";"X1stFlrSF";"GrLivArea";"FullBath";"KitchenAbvGr";"TotRmsAbvGrd";"Fireplaces";"GarageYrBlt";"GarageCars";"GarageArea";"SalePrice"
8;5;10;673;1163;1252;1268;2365;2;1;8;1;1999;3;856;337000
8;5;10;0;437;1494;1494;1494;1;1;6;1;1995;2;481;270000
9;5;0;284;0;1498;1506;1506;2;1;6;1;2008;2;592;264132
7;5;22;42;394;980;980;1714;2;1;7;1;1988;2;496;196500
6;7;23;0;660;983;983;1750;2;1;7;0;1989;1;423;160000
7;5;1;0;24;1860;1836;1836;2;1;8;1;2004;2;484;216837
8;5;7;603;1416;1650;1690;3279;3;1;12;1;2003;3;841;538000
5;5;27;0;685;858;858;858;1;1;5;0;1983;2;576;134900
4;5;55;0;836;836;1220;1220;1;1;6;0;1951;2;396;102000
6;5;34;0;422;1029;1117;1117;1;1;6;1;1976;2;672;107000
5;5;49;1;456;912;912;912;1;1;5;0;1958;1;275;114500
8;5;1;375;0;1935;1973;1973;2;1;9;1;2006;3;895;395000
6;5;11;320;866;1204;1204;1204;2;1;5;0;1998;2;412;162000
7;5;0;240;20;1614;1614;1614;2;1;7;0;2005;3;865;221500
5;5;32;0;762;864;894;894;1;1;5;1;1974;2;440;142500
5;5;30;320;0;0;2020;2020;2;2;10;2;1977;2;630;144000
6;5;29;90;975;975;1004;1004;1;1;4;0;1977;2;504;135000
7;5;11;38;0;1237;1253;1253;2;1;6;1;1995;2;402;176000
6;5;14;0;387;761;810;1603;2;1;7;0;1992;2;484;175900
7;5;7;0;0;1413;1430;1430;2;1;6;0;2001;2;605;187100
5;6;31;104;1097;1097;1110;1110;1;1;4;1;1978;2;602;165500
6;6;7;0;0;742;742;1484;2;1;9;1;1967;0;0;128000
6;5;42;0;251;1372;1342;1342;2;1;7;1;1967;2;457;161500
5;6;60;0;686;686;966;1652;2;1;7;0;1961;1;416;139000
7;5;6;0;656;956;956;2084;2;1;8;0;2004;2;618;233000
4;7;8;0;0;901;901;901;1;1;4;0;1954;1;281;107900
6;8;0;157;568;832;976;2087;2;1;9;0;1966;2;444;187500
7;5;3;11;16;1145;1145;1145;2;1;5;1;2005;2;397;160200
6;5;31;0;539;1029;1062;1062;1;1;5;2;1976;2;539;146800
7;5;10;0;862;1117;1127;2013;2;1;8;1;1997;2;455;269790
8;5;0;140;0;1496;1496;1496;2;1;7;0;2007;2;474;225000
7;5;12;0;0;712;1086;1895;2;1;7;1;1994;2;409;194500
6;6;29;130;0;650;888;1564;2;1;7;1;1980;2;476;171000
6;5;30;148;0;660;1285;1285;1;1;7;1;1977;2;528;143500
5;5;55;0;570;773;773;773;1;1;4;0;1953;1;240;110000
9;5;0;860;0;1926;1966;3140;3;1;11;2;2009;3;820;485000
5;7;57;252;569;731;981;1768;1;1;7;2;1939;1;240;175000
6;5;11;0;462;616;616;1688;2;1;8;0;1997;2;603;200000
4;7;17;0;197;1196;1196;1196;1;1;5;0;1957;2;440;109900
7;5;3;0;648;728;728;1456;2;1;7;1;2005;2;410;189000
9;5;0;424;0;1734;1734;2822;3;1;12;1;2009;3;1020;582933
5;5;52;0;812;936;1128;1128;1;1;5;0;1954;1;286;118000
7;5;0;256;0;1417;1428;1428;2;1;6;0;2008;2;554;227680
5;5;39;0;400;980;980;980;2;1;6;0;1967;1;384;135500
5;6;5;0;1309;1324;1072;1576;1;1;6;1;1923;2;528;223500
5;5;40;1047;516;1024;1086;1086;1;1;6;1;1966;2;484;159950
5;5;44;0;0;849;1075;2138;2;3;11;0;1910;2;360;106000
6;6;7;99;663;1040;1309;1309;1;1;5;1;1974;2;484;181000
6;5;4;169;662;848;848;848;1;1;4;1;2004;2;420;144500
5;5;58;0;0;540;1044;1044;1;1;4;0;1952;2;504;55993
6;6;49;243;608;1442;1442;1442;1;1;7;0;1958;1;301;157900
5;7;56;0;0;686;686;1250;1;1;7;0;1955;1;280;116000
7;5;12;442;0;1649;1661;1661;2;1;6;0;1998;2;598;224900
5;6;52;0;486;1008;1008;1008;1;1;4;1;1954;1;275;137000
8;5;6;148;1218;1568;1689;1689;2;1;7;2;2002;3;857;271000
6;7;39;80;504;1010;1052;1052;1;1;6;0;1971;2;440;155000
7;5;0;128;733;1358;1358;1358;2;1;6;1;2010;2;484;224000
7;5;5;0;0;798;798;1640;2;1;6;0;2003;2;595;183000
4;4;56;0;0;936;936;936;1;1;4;0;1974;2;576;93000
7;5;4;0;0;847;847;1733;2;1;7;1;2003;2;433;225000
6;7;59;0;0;778;944;1489;2;1;7;1;1940;1;240;139500
8;5;0;0;0;1489;1489;1489;2;1;7;1;2006;2;776;232600
10;5;0;816;1636;2078;2084;2084;2;1;7;1;2007;3;1220;385000
5;6;58;0;784;784;784;784;1;1;5;0;1916;0;0;109500
7;5;8;0;20;1454;1434;1434;2;1;6;1;2001;2;527;189000
5;5;42;0;249;1013;1160;2126;2;1;7;0;1967;2;538;185000
7;5;1;0;0;600;520;1223;2;1;4;0;2005;2;480;147400
6;5;51;387;1040;1392;1392;1392;1;1;6;2;1957;2;458;166000
7;5;1;0;0;600;520;1200;2;1;4;0;2005;2;480;151000
7;6;7;223;483;941;941;1829;2;1;7;1;2003;2;613;237000
6;6;45;180;196;1516;1516;1516;1;1;6;0;1964;2;472;167000
5;6;47;136;572;1144;1144;1144;1;1;6;0;1961;2;456;139950
4;7;15;0;442;1067;1067;1067;2;1;4;0;1996;2;436;128000
5;6;34;0;338;1559;1559;1559;1;1;5;0;1948;2;812;153500
6;5;35;158;330;483;483;987;1;1;5;0;1973;1;264;100000
5;6;2;0;0;1099;1099;1099;1;1;6;0;1999;1;352;144000
5;6;13;0;352;768;768;1200;1;1;6;0;1946;1;240;130500
6;8;58;0;156;672;810;1482;2;1;7;0;1934;1;400;140000
5;8;6;0;0;650;958;1539;2;1;8;1;1983;2;686;157500
6;7;42;183;312;1127;1165;1165;1;1;6;0;1966;2;490;174900
5;4;46;0;0;1800;1800;1800;2;2;10;0;1941;0;0;141000
5;8;58;0;0;876;876;1416;1;1;7;1;1949;3;720;153900
5;5;26;0;1390;1390;1701;1701;2;1;6;2;1975;2;611;171000
7;5;16;137;513;740;1006;1775;2;1;7;1;1993;2;425;213000
5;6;37;0;460;864;864;864;1;1;5;1;1972;1;338;133500
6;8;11;0;0;907;1307;2358;3;1;10;1;1908;2;360;240000
6;7;13;360;0;528;1094;1855;2;1;7;1;1976;2;512;187000
6;5;4;170;659;848;848;848;1;1;3;0;2003;2;420;131500
8;5;3;40;0;1273;1456;1456;2;1;7;1;2003;2;400;215000
7;5;57;0;364;918;918;1646;2;1;7;2;1941;1;240;164000
6;6;45;115;564;1127;1445;1445;1;1;7;1;1964;2;645;158000
5;4;32;0;306;1763;1779;1779;1;1;6;1;1955;2;454;170000
5;8;0;0;659;1040;1040;1040;1;1;6;0;1962;1;260;127000
6;6;30;0;505;940;1026;1026;1;1;5;0;1981;2;576;147000
6;5;14;0;0;702;702;1481;2;1;6;1;1994;2;343;174000
7;5;33;189;0;1090;1370;1370;2;1;6;1;1976;2;479;152000
6;7;22;220;619;1054;1512;2654;2;1;9;1;1968;2;619;250000
7;8;9;0;0;912;912;1426;1;1;7;1;1925;1;216;189950
5;4;45;0;841;1039;1039;1039;1;1;6;0;1965;2;504;131500
6;5;25;0;338;1040;1097;1097;2;1;6;0;1986;2;480;152000
5;5;50;0;1148;1148;1148;1148;1;1;6;0;1959;1;672;132500
7;5;0;0;0;1372;1372;1372;2;1;6;0;2008;2;529;250580
5;6;39;76;828;1002;1002;1002;1;1;5;0;1973;2;902;148500
8;5;0;274;0;1638;1646;1646;2;1;6;1;2007;3;870;248900
4;5;46;0;932;1040;1120;1120;1;1;5;0;1961;2;544;129000
5;6;56;0;0;0;1547;2320;2;1;7;1;1979;2;672;169000
7;5;16;246;750;1050;1062;1949;2;1;8;1;1993;2;574;236000
5;5;47;0;0;894;894;894;1;1;5;0;1962;1;308;109500
6;5;12;116;505;804;804;1682;2;1;7;0;1998;2;523;200500
5;7;12;0;0;105;910;910;1;1;5;0;1953;2;414;116000
5;7;59;0;375;832;1036;1268;1;1;6;1;1949;1;288;133000
5;6;59;0;0;676;676;1131;1;1;5;0;1941;1;200;66500
8;5;0;0;64;1184;1184;2610;2;1;11;1;2007;2;550;303477
4;5;44;0;633;1064;1040;1040;1;1;5;0;1963;2;648;132250
9;5;4;216;1170;1462;1462;2224;2;1;10;1;2004;3;738;350000
5;7;15;0;899;1109;1155;1155;1;1;6;0;1987;2;576;148000
5;8;4;90;646;864;864;864;1;1;6;0;1978;1;336;136500
5;5;1;0;980;1090;1090;1090;1;1;5;0;2005;2;450;157000
7;5;16;117;902;1156;1187;1717;2;1;7;1;1990;2;400;187500
6;5;16;0;0;808;808;1593;2;1;7;1;1993;2;389;178000
4;5;56;0;0;795;954;2230;1;1;10;0;1997;1;440;118500
5;5;42;60;432;892;892;892;1;1;5;0;1967;1;288;100000
9;5;8;60;1238;1698;1709;1709;2;1;5;1;1999;2;506;328900
5;5;1;122;528;1626;1712;1712;2;2;8;0;2005;2;588;145000
5;7;53;0;0;816;872;1393;1;1;8;0;1955;1;300;135500
8;6;37;0;351;2217;2217;2217;2;1;8;1;1970;2;621;268000
6;4;56;90;1024;1505;1505;1505;1;1;6;1;1953;2;505;149500
5;7;1;0;0;672;672;924;1;1;6;1;2003;2;576;122900
6;5;31;92;226;918;918;1683;2;1;7;1;1978;2;440;172500
6;8;3;0;663;1059;1068;1068;1;1;6;0;1963;1;264;154500
5;5;54;0;1064;1383;1383;1383;1;1;6;1;1954;1;354;165000
5;5;30;0;0;0;1535;1535;2;2;8;0;1979;2;400;118858
6;5;45;415;400;780;983;1796;1;1;8;1;1963;2;483;140000
4;6;56;0;285;951;951;951;1;1;6;0;1936;1;327;106500
5;5;30;0;0;0;1120;2240;2;2;12;0;1979;2;528;142953
9;5;0;760;2188;2330;2364;2364;2;1;11;2;2009;3;820;611657
5;7;12;0;465;912;1236;1236;1;1;6;1;1961;1;288;135000
4;6;36;0;322;858;858;858;1;1;4;0;1979;1;684;110000
5;7;9;0;860;992;1306;1306;1;1;5;0;1968;1;756;153000
7;5;3;0;0;783;807;1509;2;1;8;1;2003;2;393;180000
7;5;0;27;0;1670;1670;1670;2;1;7;1;2006;3;690;240000
5;6;40;75;599;876;902;902;1;1;6;0;1967;1;288;125500
5;5;56;110;354;1056;1063;1063;1;1;6;0;1954;1;280;128000
8;5;1;208;63;1623;1636;1636;2;1;8;1;2006;3;865;255000
7;7;19;0;223;1017;1020;2057;1;1;6;1;1936;1;180;250000
5;5;23;0;301;864;902;902;1;1;5;0;1983;2;484;131000
6;5;4;0;0;742;742;1484;2;1;8;1;2005;2;390;174000
5;5;50;361;443;1105;1105;2274;2;2;12;0;1960;2;480;154300
5;7;20;0;196;1268;1268;1268;1;1;5;0;1978;1;252;143500
5;7;56;0;489;768;1015;1015;1;1;6;0;1925;1;450;88000
5;6;57;0;284;1001;1001;2002;2;2;8;0;1949;3;871;145000
6;5;0;76;294;612;612;1224;2;1;4;0;2009;2;528;173733
4;5;37;80;0;546;546;1092;1;1;6;0;1970;1;286;75000
2;3;56;0;50;480;480;480;0;1;4;0;1958;1;308;35311
4;6;53;0;1059;1134;1229;1229;1;1;6;0;1956;1;284;135000
7;5;16;0;48;1104;912;2127;2;1;8;1;1991;3;833;238000
6;8;6;0;528;1184;1414;1414;1;1;6;1;1990;2;601;176500
6;5;13;105;814;928;936;1721;2;1;7;0;1994;2;471;201000
5;7;5;0;1084;1272;1272;2200;2;2;9;0;1954;0;0;145900
6;5;0;0;28;1316;1316;1316;2;1;6;1;2005;2;397;169990
6;5;14;0;165;1604;1617;1617;2;1;5;1;1993;2;533;193000
6;6;26;157;625;1686;1686;1686;2;1;7;1;1980;2;612;207500
5;6;31;0;767;1126;1126;1126;2;1;6;0;1977;2;540;175000
8;5;3;340;0;1181;1234;2374;2;1;10;1;2003;3;656;285000
7;5;40;342;552;832;1098;1978;2;1;9;1;1968;2;486;176000
8;5;8;0;0;1753;1788;1788;2;1;7;1;2001;2;522;236500
7;5;9;285;0;964;993;2236;2;1;8;1;1997;2;642;222000
8;5;2;0;16;1466;1466;1466;2;1;7;0;2007;3;610;201000
5;6;44;0;338;925;925;925;1;1;5;0;1965;1;429;117500
9;5;1;302;0;1905;1905;1905;2;1;8;1;2006;3;788;320000
7;5;5;210;20;1500;1500;1500;2;1;6;0;2004;2;570;190000
7;7;1;0;425;585;2069;2069;2;1;9;1;1960;2;505;242000
4;5;53;108;0;600;747;747;1;1;5;0;1953;2;528;79900
7;5;6;0;833;1176;1200;1200;2;1;5;0;2003;2;555;184900
7;5;4;0;341;1113;1113;1971;2;1;8;1;2005;2;689;253000
7;5;0;0;464;1391;1391;1962;2;1;7;0;2006;3;868;239799
7;7;60;0;0;1032;1207;2403;2;1;10;2;1940;1;349;244400
6;5;30;0;936;1728;1728;1728;2;2;8;0;1976;2;574;150900
7;5;10;298;772;992;1022;2060;2;1;8;1;1999;2;390;214000
4;3;30;0;1440;1440;1440;1440;2;2;8;0;1954;0;0;150000
5;4;40;0;0;1632;1632;1632;2;2;8;0;1967;2;576;143000
6;6;51;541;111;819;1344;1344;1;1;7;1;1958;2;525;137500
5;6;13;0;1088;1088;1188;1869;1;1;7;0;1963;2;456;124900
5;6;47;128;748;1144;1144;1144;1;1;6;1;1959;1;796;143000
8;5;4;236;1300;1616;1629;1629;2;1;9;1;2002;3;808;270000
7;5;4;144;0;936;936;1776;2;1;7;1;2002;2;474;192500
6;7;4;0;982;1161;1381;1381;1;1;5;1;1972;2;676;197500
5;8;5;0;398;864;864;864;1;1;5;0;1980;2;720;129000
5;5;41;0;641;828;965;965;1;1;6;0;1979;1;300;119900
5;8;6;0;660;768;768;768;1;1;5;0;1974;1;396;133900
5;4;39;232;562;784;1168;1968;2;1;7;1;1969;2;530;172000
6;5;31;250;945;945;980;980;2;0;4;0;1949;0;0;127500
6;6;57;423;484;979;979;1958;2;2;8;0;1946;2;492;145000
6;6;29;0;285;561;561;1229;1;1;5;1;1980;2;462;124000
5;5;45;0;417;1057;1057;1057;1;1;6;0;1977;2;576;132000
7;5;4;0;699;1337;1337;1337;2;1;6;0;2003;2;531;185000
7;5;11;0;604;696;696;1416;2;1;6;0;1999;2;484;155000
5;7;2;0;696;858;858;858;1;1;4;0;1962;0;0;116500
6;7;13;424;896;1330;1542;2872;2;1;11;1;1977;2;619;272000
6;6;31;0;556;804;804;1548;2;1;7;1;1976;2;440;155000
9;5;2;0;0;1800;1800;1800;2;1;7;0;2007;2;702;239000
7;5;7;44;624;817;824;1894;2;1;8;1;2002;2;510;214900
6;5;0;0;0;783;783;1484;2;1;8;1;2005;2;393;178900
5;7;59;0;428;728;976;1308;1;1;7;2;1940;1;256;160000
5;7;53;151;902;1098;1098;1098;1;1;6;0;1955;1;260;135000
3;6;59;0;0;600;600;968;1;1;6;0;1930;0;0;37900
6;5;48;105;513;588;1095;1095;1;1;6;0;1958;1;264;140000
4;4;56;0;0;720;720;1192;1;1;6;0;1950;0;0;135000
7;5;5;106;567;764;764;1626;2;1;6;0;2003;2;474;173000
6;5;31;0;0;918;918;918;2;1;5;1;1979;1;264;99500
7;5;0;0;0;1428;1428;1428;2;1;6;0;2007;2;480;182000
7;8;16;0;0;728;1136;2019;1;1;8;0;1997;2;532;167500
7;5;6;0;641;673;673;1382;2;1;6;0;2000;2;490;165000
4;7;48;0;0;440;869;869;1;1;4;0;1954;0;0;85500
7;5;0;225;1106;1241;1241;1241;1;1;4;0;2007;2;569;199900
4;5;53;0;552;894;894;894;1;1;5;0;1999;2;400;110000
5;6;46;0;651;1121;1121;1121;1;1;5;0;1963;2;480;139000
7;9;1;210;867;944;999;999;1;1;6;0;1961;2;588;178400
8;5;10;975;854;1225;1276;2612;2;1;8;1;1998;3;676;336000
7;5;1;16;0;1266;1266;1266;2;1;6;1;2007;2;388;159895
8;5;6;0;0;1128;1149;2290;2;1;9;1;2002;2;779;255900
5;5;32;0;0;0;1302;1734;2;2;8;0;1977;2;539;126000
5;5;58;0;1040;1164;1164;1164;1;1;5;0;1950;1;240;125000
6;8;3;0;0;485;1001;1635;1;1;5;0;1950;1;255;117000
9;5;0;450;1646;1930;1940;1940;2;1;8;1;2010;3;606;395192
6;6;31;298;156;848;1118;2030;2;1;8;1;1976;2;551;195000
7;5;0;0;0;770;778;1576;2;1;6;0;2006;2;614;197000
8;5;8;423;1074;1396;1407;2392;2;1;7;1;1997;3;870;348000
8;9;23;0;216;916;916;1742;1;1;8;1;1925;2;424;168000
6;8;14;340;536;822;1020;1851;2;1;7;1;1964;2;440;187000
6;5;0;0;0;750;750;1500;2;1;6;0;2005;2;564;173900
10;5;2;230;1172;1700;1718;1718;2;1;7;1;2008;3;786;337500
4;7;56;0;384;747;774;1230;1;1;5;0;1946;1;305;121600
5;6;45;0;915;1050;1050;1050;1;1;6;0;1961;1;368;136500
6;6;39;571;0;1442;1442;1442;2;1;6;1;1970;2;615;185000
3;4;56;0;0;1007;1077;1077;1;1;6;1;1922;1;210;91000
7;5;4;24;686;1187;1208;1208;2;1;6;0;2006;2;632;206000
3;3;57;0;0;0;944;944;1;1;4;0;1956;2;528;82000
5;6;57;0;0;691;691;691;1;1;4;0;1920;1;216;86000
8;5;2;53;24;1574;1574;1574;2;1;7;1;2006;3;824;232000
5;6;31;164;0;1680;1680;1680;2;2;8;0;1976;2;528;136905
7;5;3;16;16;1346;1504;1504;2;1;7;1;2005;2;457;181000
5;8;31;220;595;985;985;985;2;1;6;0;1977;1;328;149900
6;3;37;0;1237;1657;1657;1657;2;1;7;1;1970;2;484;163500
4;4;39;0;273;546;546;1092;1;1;6;0;1970;1;286;88000
7;5;4;108;0;1710;1710;1710;2;1;7;1;2004;2;550;240000
5;5;56;0;0;1008;1008;1522;2;1;7;0;1965;0;0;102000
5;5;58;0;0;720;720;1271;2;1;7;1;1948;1;312;135000
5;5;45;0;0;0;1664;1664;2;2;8;0;1950;0;0;100000
6;7;11;0;0;602;900;1502;1;1;7;2;1923;1;180;165000
5;4;3;0;247;1022;1022;1022;1;1;4;0;1956;1;280;85000
6;5;57;206;336;1082;1082;1082;1;1;5;1;1948;1;240;119200
8;6;8;0;643;810;810;1665;2;1;6;0;2001;2;528;227000
7;5;13;196;690;1504;1504;1504;2;1;6;1;1996;2;478;203000
8;5;25;0;1036;1220;1360;1360;1;1;4;1;1984;2;565;187500
7;5;15;76;0;384;802;1472;2;1;7;1;1991;2;402;160000
7;5;1;145;16;1362;1506;1506;2;1;6;1;2005;2;440;213490
4;5;3;0;1024;1132;1132;1132;1;1;5;0;2005;2;451;176000
7;5;0;84;684;1199;1220;1220;2;1;6;0;2006;2;632;194000
5;5;57;0;324;912;912;1248;1;1;6;0;1957;1;160;87000
7;5;2;14;16;1346;1504;1504;2;1;7;1;2005;2;437;191000
8;6;32;0;1165;1565;2898;2898;2;1;10;1;1976;2;665;287000
5;5;35;0;138;882;882;882;1;1;5;0;1980;2;461;112500
5;5;50;324;697;1268;1264;1264;1;1;6;2;1960;2;461;167500
8;5;0;338;1513;1638;1646;1646;2;1;7;1;2008;3;800;293077
5;5;57;0;368;768;968;1376;1;1;6;1;1941;1;240;105000
6;7;34;281;317;672;672;1218;1;1;7;0;1972;1;264;118000
5;8;11;0;0;686;948;1928;2;2;10;0;1938;0;0;160000
7;3;39;0;523;824;1687;3082;2;1;12;2;1970;2;672;197000
8;7;13;0;1012;1338;1352;2520;2;1;10;1;1993;3;796;310000
7;5;4;295;986;1654;1654;1654;2;1;6;0;2002;3;900;230000
5;7;57;0;0;920;954;954;1;1;5;1;1938;1;240;119750
4;3;52;0;0;0;845;845;1;1;5;0;1957;1;290;84000
9;5;1;70;1022;1620;1620;1620;2;1;6;1;2008;3;912;315500
8;5;6;396;0;1055;1055;2263;2;1;7;1;2001;2;905;287000
4;6;1;0;0;546;798;1344;1;1;6;1;1957;0;0;97000
4;4;39;0;509;630;630;630;1;1;3;0;1970;1;286;80000
5;4;6;67;168;1134;1803;1803;2;1;8;1;1957;2;484;155000
6;8;8;252;400;800;800;1632;1;1;7;0;1966;2;484;173000
6;5;4;135;900;1306;1306;1306;2;1;5;1;2005;2;624;196000
7;5;18;99;1085;1475;1532;2329;2;1;10;1;1990;2;514;262280
8;5;28;0;1104;2524;2524;2524;2;1;9;1;1981;2;542;278000
3;5;54;0;0;0;1733;1733;2;1;8;1;1955;2;452;139600
9;5;0;208;240;1992;1992;2868;3;1;11;1;2005;3;716;556581
5;5;13;0;686;990;990;990;1;1;5;0;1996;2;672;145000
5;4;3;75;0;0;1771;1771;1;1;9;1;1960;2;336;115000
4;7;4;0;0;0;930;930;1;1;6;0;1946;1;308;84900
7;5;0;0;0;1302;1302;1302;2;1;6;0;2007;2;436;176485
7;5;0;0;0;1316;1316;1316;2;1;6;1;2007;2;440;200141
6;6;29;272;442;816;1127;1977;1;1;9;1;1964;2;540;165000
5;6;8;145;383;1216;1526;1526;1;1;7;1;1957;1;364;144500
8;5;4;210;932;1065;1091;1989;2;1;7;1;2002;2;586;255000
6;5;32;160;644;1193;1523;1523;2;1;7;1;1976;2;478;180000
7;5;1;240;659;1364;1364;1364;2;1;6;1;2005;2;484;185850
7;6;15;0;595;973;979;1850;2;1;7;1;1994;2;467;248000
9;5;1;154;936;1104;1130;2184;2;1;10;1;2008;3;836;335000
6;7;57;480;297;854;1096;1991;1;1;7;1;1977;2;432;220000
8;5;9;0;616;1338;1338;1338;2;1;6;0;2001;2;582;213500
3;4;58;0;0;894;894;894;1;1;6;0;1994;3;1248;81000
5;5;57;0;0;662;1422;2337;2;2;10;0;1945;2;560;90000
6;6;26;0;397;1103;1103;1103;1;1;5;1;1976;2;440;110500
5;6;43;200;740;1154;1154;1154;1;1;6;1;1966;2;480;154000
7;5;13;0;1201;1306;1306;2260;2;1;7;0;1996;2;533;328000
6;7;15;0;0;799;799;1571;2;1;7;1;1993;2;380;178000
6;6;44;360;674;780;798;1611;1;1;7;0;1964;2;442;167900
6;4;33;0;837;942;1291;2521;2;1;10;1;1973;2;576;151400
5;7;4;0;220;845;893;893;1;1;4;0;1985;2;576;135000
5;5;51;120;586;1048;1048;1048;1;1;6;0;1956;1;286;135000
6;6;41;0;298;727;829;1556;1;1;8;0;1968;2;441;154000
5;3;56;0;0;810;1002;1456;1;1;7;1;1954;1;280;91500
6;6;32;140;535;690;698;1426;1;1;6;0;1977;2;440;159500
7;5;1;0;0;1240;1240;1240;2;1;5;0;2006;3;826;194000
7;6;23;0;410;800;960;1740;1;1;6;2;1940;1;240;219500
5;8;17;0;626;796;1096;1466;2;1;7;1;1950;2;566;170000
5;5;37;0;75;1096;1096;1096;1;1;6;0;1969;1;299;138800
6;5;2;169;662;848;848;848;1;1;3;1;2004;2;420;155900
5;5;13;0;495;990;990;990;1;1;5;0;1996;1;299;126000
6;7;4;144;656;1258;1258;1258;2;1;5;0;1971;2;528;145000
5;5;47;0;824;1040;1040;1040;1;1;5;0;1963;1;308;133000
7;5;5;100;0;1459;1459;1459;2;1;6;1;2002;2;527;192000
6;6;42;425;553;1251;1251;1251;1;1;6;2;1964;1;461;160000
6;5;10;0;592;691;691;1498;2;1;6;1;1995;2;409;187500
6;6;18;0;747;936;996;996;1;1;5;0;1992;2;564;147000
4;5;37;0;334;546;546;1092;1;1;6;0;1973;1;286;83500
8;5;3;0;0;1082;1082;1953;2;1;9;1;2005;3;1043;252000
7;5;2;50;0;970;970;1709;2;1;7;0;2004;2;380;137500
8;5;1;0;1039;1247;1247;1247;1;1;4;1;2005;2;550;197000
3;4;59;0;0;0;1040;1040;2;2;6;0;1987;2;400;92900
7;5;8;212;510;600;624;1252;2;1;4;0;1999;2;462;160000
6;5;58;0;423;1181;1390;1694;2;1;7;1;1925;2;576;136500
5;8;8;166;661;864;1200;1200;1;1;6;0;1977;2;884;146000
5;7;10;0;248;936;936;936;1;1;4;0;1956;1;308;129000
6;5;1;0;24;1314;1314;1314;2;1;6;1;2006;2;440;176432
6;7;1;0;0;684;773;1355;1;1;7;0;1920;0;0;127000
8;5;21;0;0;1074;1088;1088;1;1;5;0;1987;2;461;170000
4;6;59;0;672;672;757;1324;1;1;6;0;1936;1;240;128000
7;5;31;206;704;1271;1601;1601;2;1;7;1;1978;2;478;157000
2;5;59;0;290;290;438;438;1;1;3;0;1930;1;246;60000
5;5;36;0;412;950;950;950;1;1;5;0;1981;1;280;119500
5;7;5;45;588;1010;1134;1134;1;1;6;0;1960;1;254;135000
6;6;47;0;655;655;1194;1194;1;1;6;1;1954;2;539;159500
5;5;37;304;0;630;630;1302;2;1;6;0;1970;2;440;106000
8;5;15;362;1032;1463;1500;2622;2;1;9;2;1994;2;712;325000
7;5;16;0;738;910;1442;1442;2;1;6;1;1990;2;719;179900
7;5;0;0;0;868;887;2021;2;1;9;1;2006;2;422;274725
6;5;7;0;0;924;948;1690;2;1;7;1;2000;2;463;181000
8;5;4;42;1039;1836;1836;1836;2;1;7;1;2004;3;862;280000
6;5;12;0;219;773;773;1658;2;1;8;1;1995;2;431;188000
7;6;32;660;403;803;1098;1964;2;1;8;1;1976;2;483;205000
5;7;49;0;708;816;816;816;1;1;5;0;1957;1;308;129900
5;7;1;0;643;1008;1008;1008;1;1;6;0;1953;1;240;134500
5;7;6;0;415;833;833;833;1;1;4;0;1955;1;326;117000
8;5;0;328;1004;1734;1734;1734;2;1;7;1;2007;3;928;318000
8;5;7;0;353;408;779;1419;2;1;7;1;2002;2;527;184100
5;7;5;0;702;894;894;894;1;1;5;0;1967;2;450;130000
5;6;21;0;0;533;1021;1601;1;1;6;0;1958;1;300;140000
5;5;47;0;369;1040;1040;1040;1;1;6;0;1959;1;286;133700
6;5;57;0;0;1012;1012;1012;1;1;6;1;1920;1;308;118400
7;5;0;196;24;1552;1552;1552;2;1;7;0;2005;3;782;212900
4;3;53;0;0;672;960;960;1;1;5;0;1956;1;288;112000
5;9;1;0;0;698;698;698;1;1;4;0;2003;0;0;118000
7;5;15;170;0;384;812;1482;2;1;7;1;1992;2;392;163900
4;5;54;0;0;1005;1005;1005;1;1;5;1;1977;2;672;115000
7;5;2;130;0;1373;1555;1555;2;1;7;1;2007;3;660;174000
7;5;3;0;1300;1530;1530;1530;2;1;7;1;2004;3;630;259000
7;5;2;0;0;847;847;1959;2;1;8;1;2004;2;434;215000
5;5;27;180;936;936;936;936;1;1;4;0;1980;2;672;140000
4;3;59;0;622;1122;1328;1981;2;1;7;2;1981;2;576;135000
5;5;15;0;212;974;974;974;1;1;5;0;1939;0;0;93500
6;4;57;0;0;1008;1178;2210;2;1;8;0;1930;1;205;117500
8;5;14;0;584;1128;1142;2020;2;1;8;1;1995;2;466;239500
6;5;10;0;0;916;916;1600;2;1;7;1;1997;2;460;169000
6;5;57;0;0;960;986;986;1;1;5;1;1926;1;180;102000
6;5;58;0;280;1032;1032;1252;1;1;6;0;1950;1;288;119000
5;8;14;0;0;780;780;1020;1;1;6;0;1978;0;0;94000
6;5;32;0;1567;1567;1567;1567;2;1;5;2;1977;2;714;196000
5;5;57;0;645;915;1167;1167;1;1;6;1;1972;2;495;144000
5;7;57;0;852;952;952;952;1;1;4;0;1988;2;840;139000
5;7;33;44;381;780;1088;1868;2;1;9;1;1976;2;484;197500
8;5;0;340;1150;1466;1466;2828;3;1;11;1;2006;3;1052;424870
5;3;49;0;288;1006;1006;1006;1;1;5;0;2003;0;0;80000
4;4;60;0;348;672;672;924;1;1;5;0;1941;1;280;80000
5;6;56;0;0;1042;1042;1576;1;1;8;1;1928;1;225;149000
6;5;21;85;1258;1298;1298;1298;2;1;5;1;1985;2;403;180000
